Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2023,"12        ",Male,18,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",30,0.588,45,Swimming,950,750,650,800,750,700,,,,,,January,Winter,No,No,Poultry,Water,"Social studies",5,9,4,"Yes - broadband connection","Internet chat or instant messaging",5,7,1,1,3,5,2,8,4,2,10,1,0,2,Some,"Graduate degree",Pop,Invisibility,Rich,Relative,"Wildlife, animals"
USA,NY,2019,"10        ",Female,17,Left-Handed,152,21,149,1,"Rail (Train/Tram/Subway)",35,.569,54,Walking/Hiking,900,300,200,500,300,900,21/35,"Left foot",2.6,2.12,"Ring finger",February,Spring,Yes,No,Poultry,Water,"Physical education",10,11,4,"Yes - other","In person",30,30,5,1hr,3hr,7hr,0,10,14,2,3,8,0,30min,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer",Health
USA,NY,2023,"12        ",Female,16,Right-Handed,168,24,171,1,"Rail (Train/Tram/Subway)",37,.28,29,Other,775,524,631,513,572,684,24,"Same length",70,65,"Index finger",April,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6.5,9,3,"Yes - broadband connection","Text messaging",50,120,10,5,10,3,11,1,15,7,15,5,3,2,Some,"Graduate degree",Pop,"Freeze time",Rich,Relative,Health
USA,NY,2023,"10        ",Male,15,Right-Handed,,,,2,"Rail (Train/Tram/Subway)","30 ",0,0.776,Walking/Hiking,999,975,600,987,500,500,,"Same length",,,"Ring finger",December,Winter,No,No,Poultry,Water,English,8,9,7,"Yes - broadband connection","In person",0,0,20,0,14,10,10,10,0,2,50,0,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,"Community leader or elder","International aid"
USA,NY,2016,"12        ",Female,23,Right-Handed,,,,1,Car,25,.431,39,Dancing,1000,100,1000,10000,100,100,,"Same length",,,"Ring finger",August,Summer,Yes,No,Salads,Water,"Physical education",7,5,4,"Yes - other","Text messaging",7,10,15,10,15,5,10,5,20,20,20,25,40,10,Some,Other,"Rhythm and blues (R&B)",Telepathy,Rich,Friend,"Wildlife, animals"
USA,NY,2019,"6         ",Female,12,Ambidextrous,"155 c","21 cm","155 c",1,Bus,ABT15,.46,32,Walking/Hiking,1000,1000,663,1000,369,503,"21 cm","Same length","70 mm","65 mm","Index finger",May,Spring,No,No,Fruit,Coffee,Art,"ABT 8",12,4,"Yes - other","Text messaging",2,21,5,5,2,3,0,16,16,13,20,3,0,2,"A lot",,Other,Telepathy,Happy,"Musician or singer",Environment
USA,NY,2019,"5         ",Male,10,Right-Handed,150,22,146,1,Car,"4 ",0.439,17,Other,999,749,990,979,100,1000,23,"Left foot",,,"Ring finger",May,Spring,No,No,"No favorite",,Other,6,12,6,"Yes - other","Text messaging",50,40,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"12        ",Male,18,Right-Handed,170,27,180,2,"Rail (Train/Tram/Subway)",90,.73,41,Basketball,600,450,400,350,999,1000,27,"Same length",100,107,"Ring finger",January,Winter,Yes,Yes,"Rice/Noodle dishes",Juice,"Mathematics and statistics",5.5,8,4,"Yes - broadband connection","Text messaging",40,30,10,1,2,8,3,30,1,15,40,6,0,5,Some,"Graduate degree",Techno/Electronic,"Freeze time",Healthy,Relative,Other
USA,NY,2022,"12        ",Male,17,Right-Handed,178,26.7,184,2,"Rail (Train/Tram/Subway)",50,0.432,57,Cycling,487,561,561,647,1000,1000,26,"Right foot",100,105,"Ring finger",October,Winter,Yes,No,Seafood,Water,Science,6,5,4,"Yes - broadband connection","In person",30,300,21,5,7,7,14,20,20,20,30,14,5,3,Some,"Graduate degree","Rap/Hip hop","Super strength",Famous,Actor,Health
USA,NY,2015,"12        ",Female,17,Right-Handed,170.1,24,107.2,1,Car,20,.372,47,"Hockey (Field)",500,600,700,800,850,850,25,"Same length",68,70,"Ring finger",March,Fall,No,No,"Rice/Noodle dishes",Water,Music,7,9,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,40,4,0,15,16,13,0,3,1,8,4,0,4,Some,"Undergraduate degree",Other,Fly,Happy,Actor,"Education/Youth development"
USA,NY,2022,"10        ",Male,15,Right-Handed,181,396,188,1,"Rail (Train/Tram/Subway)",50,.29,38,Other,500,600,1000,1000,1000,1000,396,"Same length",83,86,"Ring finger",November,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",3,24,2,"Yes - broadband connection",Other,0,0,0,0,24,0,0,5,0,0,132,3,0,0,"A lot","Undergraduate degree",Other,"Freeze time",Healthy,Other,Health
USA,NY,2016,"11        ",Male,17,Right-Handed,185,30,183,1,Bus,20,.15,,Other,150,200,175,250,400,800,30,"Same length",102,113,"Ring finger",June,Fall,Yes,No,Poultry,Water,Music,8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,1,0,0,15,6,1,0,1,1,10,1,3,1,Some,"Graduate degree",Classical,Telepathy,Happy,Teacher,"Arts, culture, sports"
USA,NY,2015,"6         ",Male,11,Right-Handed,155,20,149,1,Bus,10,0.468,60,Other,1000,775,1000,1000,0,0,20,"Same length",9,6,"Index finger",July,Summer,No,No,Meat,Water,Science,10,8,8,"Yes - other","Internet chat or instant messaging",18,16,3,5,2,10,6,2,6,6,10,2,2,2,Some,"Some college",Country,Fly,Happy,"Business person",Health
USA,NY,2017,"6         ",Male,12,Right-Handed,159,25,157,2,"Rail (Train/Tram/Subway)",25,0.458,50,Basketball,701,535,695,449,21,417,25,"Same length",90,80,"Index finger",February,Spring,No,No,"No favorite",Water,"Physical education",8,10,4,"Yes - broadband connection","Text messaging",1,6,30,1,10,5,3,3,0,1,4,1,0,2,Some,"Graduate degree",Pop,Fly,Healthy,"Sports person","International aid"
USA,NY,2020,"6         ",Male,12,Right-Handed,152,20,,1,Bus,25,.408,45,Basketball,900,600,500,500,10,300,19,"Right foot",50,50,"Same length",January,Summer,Yes,No,Meat,Other,"Physical education",9,10,4,"Yes - other","Text messaging",,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,16,Left-Handed,160,22,164,2,"Rail (Train/Tram/Subway)",90,.302,35,Dancing,1000,1000,1000,1000,1000,1000,22,"Same length",75,75,"Same length",February,Winter,Yes,No,"Rice/Noodle dishes",Water,English,6,10,3,"Yes - broadband connection","Internet chat or instant messaging",150,231,2,1,14,5,0,10,12,10,25,0,0,5,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,170.6,,,2,"Rail (Train/Tram/Subway)",30-45,2.257,61,Walking/Hiking,1000,500,900,50,0,10,,"Same length",,,"Same length",May,Spring,Yes,No,Seafood,Water,English,7-8,8-9,6,"Yes - other","In person",7,30+,24hrs,24hrs,1hr,,,,,24hrs,,,,,"Very little","High school","Rap/Hip hop",Invisibility,Rich,Other,Health
USA,NY,2011,"5         ",Female,9,Right-Handed,144,22,136,1,Bus,2,0.419,,Soccer,10,12,0,,1000,1000,22,"Same length",70,70,"Index finger",March,,Yes,No,Desserts,Other,"Computers and technology",11,14,5,"Yes - other",E-mail,0,0,2,1,0,2,3,0,1,0,6,3,1,1,None,Other,Pop,"Freeze time",Rich,Politician,"Arts, culture, sports"
USA,NY,2015,"11        ",Male,17,Right-Handed,183,23,183,1,Bus,65,.33,36,Walking/Hiking,674,679,688,701,455,1000,23,"Same length",89,76,"Index finger",August,Fall,Yes,No,Pizza/Pasta,Water,English,6,10,5,"Yes - broadband connection","Text messaging",10,20,36,.5,10,2,0,0,14,42,60,0,12,1,"A lot",Other,Pop,Telepathy,Famous,"Musician or singer","Wildlife, animals"
USA,NY,2022,"10        ",Male,16,Right-Handed,185,,,1,"Rail (Train/Tram/Subway)",38,0.293,42,Other,678,567,999,670,888,788,,"Same length",,,,March,Spring,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",History,5,8,4,"Yes - broadband connection","In person",90,10000,25,0,20,13,10,20,8,3,30,2,3,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,Health
USA,NY,2020,"12        ",Male,18,Right-Handed,178,27.5,,3,Bus,20,10,44,Basketball,,,,,,,,,,,,,,,,,,,,,,"Yes - dial-up connection","Text messaging",50,40,,,,,,,,,,,,,Some,"Some college",Country,,Rich,"Business person","International aid"
USA,NY,2021,"11        ",Female,18,Right-Handed,5'1,"6 ft",N/A,1,"Rail (Train/Tram/Subway)","1 hr",0.335,34,Dancing,0,0,0,0,455,1000,"6 ft","Same length","4 ",4,"Ring finger",September,Winter,No,No,Meat,Juice,English,"6 hrs","4 hrs",3,"Yes - broadband connection","Text messaging",9,11,"5 ","1 hr","1 hr","3 hrs",0,0,"23 hr","20 hr","15 hr","15 hr","7 hrs",0,Some,"High school","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NY,2023,"11        ",Male,17,Right-Handed,171,24,,2,Walk,30,0.058,39,"Martial Arts",,,,,,,24,"Same length",,,"Ring finger",December,Spring,Yes,No,Meat,Water,Science,8:30,9,3,"Yes - other","In person",20,100+,12,2,5,10,24,1,1,5,12,1,6,3,Some,"Some college","Rap/Hip hop",Fly,Healthy,"Sports person",Environment
USA,NY,2019,"5         ",Female,11,Right-Handed,155,21,60,2,Bus,,0.822,11,Other,,,,,,,21,"Same length",3.5,3,"Same length",February,Summer,No,Yes,Fruit,Water,"Mathematics and statistics",8,8,4,"Yes - other",Other,6,6,2,6,2,0,0,0,0,6,0,10,None,10,None,"Less than high school",Other,Telepathy,Happy,Other,Other
USA,NY,2018,"10        ",Male,16,Right-Handed,175,29,190,3,"Rail (Train/Tram/Subway)",50,0.421,50,Soccer,643,432,700,678,921,950,29,"Same length",84,86,"Ring finger",March,Summer,Yes,No,Desserts,Tea,Music,6,10,3,"Yes - other","In person",20,80,2,1,30,3,3,0,8,2,15,3,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,NY,2018,"12        ",Male,18,Right-Handed,182,26,186,2,"Rail (Train/Tram/Subway)",40,.293,31,Athletics,1000,1000,1000,1000,1000,1000,26,"Same length",100,114,"Ring finger",May,Fall,No,No,Pizza/Pasta,Water,"Computers and technology",7,9,4,"Yes - broadband connection","Text messaging",20,20,2,1,8,6,3,8,1,1,1,6,0,4,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person","Wildlife, animals"
USA,NY,2019,"6         ",Female,11,Right-Handed,157,21,139,1,Car,15,0.484,52,Soccer,679,679,679,69,1000,1000,21,"Same length",7,5,"Index finger",June,Spring,No,No,"Rice/Noodle dishes",Water,English,6,11,3,"Yes - other","Text messaging",150,147,73,5,16281,23,56,23,42,262,34,73,4,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Friend,Health
USA,NY,2019,"12        ",Female,17,Right-Handed,157,22,127,1,Car,15,.217,36,Running/Jogging,1000,1000,1000,1000,1000,1000,22,"Same length",91,100,"Ring finger",May,Fall,No,No,Salads,Water,"Mathematics and statistics",7,6,5,"Yes - broadband connection","In person",10,20,0,0,4,0,2,0,1,1,2,0,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Teacher,"International aid"
USA,NY,2023,"10        ",Female,16,Right-Handed,172,24,173,2,"Rail (Train/Tram/Subway)",30,0.5,45,Swimming,1000,700,700,1000,900,900,23,"Same length",115,112,"Index finger",March,Spring,No,No,Seafood,Water,Science,6,12,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",300,500,5,1,7,10,0,15,8,8,67,5,0,0,Some,"Graduate degree",Other,Telepathy,Healthy,Other,Environment
USA,NY,2020,"12        ",Female,17,Left-Handed,67.5,25.5,166,1,"Rail (Train/Tram/Subway)",90,0.578,31,Walking/Hiking,824,652,658,385,401,455,25.5,"Same length",85,75,"Index finger",July,Spring,No,No,Fruit,Water,"Social studies",4.5,7,12,"Yes - broadband connection","Text messaging",30,30,15,2,10,8,1,2,30,12,30,10,0,7,"A lot",Other,Other,"Freeze time",Happy,Relative,"International aid"
USA,NY,2016,"12        ",Male,17,Right-Handed,187,27,196,3,"Rail (Train/Tram/Subway)",20,.776,41,Swimming,1000,1000,500,600,700,900,27,"Right foot",11,11,"Same length",January,Fall,Yes,No,Fruit,Water,Science,6,13,3,"Yes - broadband connection","In person",20,20,9,3,14,6,14,14,10,3,13,1,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,Friend,Environment
USA,NY,2019,"5         ",,,,,,,,,,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"12        ",Female,18,Right-Handed,,,,1,"Rail (Train/Tram/Subway)",50,,65,Other,,,,,,,,,,,,March,Spring,Yes,No,Fruit,Coffee,"Mathematics and statistics",,,2,"Yes - broadband connection","Text messaging",,,,,,,,,,,,,,,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,,Health
USA,NY,2019,"12        ",Female,18,Right-Handed,5'4,22cm,158cm,1,Bus,"25 ",0.444,"46 ",Other,900,900,900,800,800,900,23,"Left foot",77mm,75mm,"Index finger",July,Summer,Yes,No,Pizza/Pasta,Water,Science,7hrs,11hrs,6,"Yes - broadband connection","In person",500,500,20hrs,10hrs,3hrs,5hrs,none,none,20hrs,15hrs,10hrs,10hrs,2hrs,5hrs,"A lot","Graduate degree",Other,Fly,Rich,"Musician or singer",Health
USA,NY,2011,"11        ",Female,16,Right-Handed,"159 ",21.5,149,1,Car,"20 ",.693,46,Gymnastics,203,358,599,,1000,1000,21.5,"Same length",90,90,"Same length",June,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,7.5,10,8,"Yes - other","Text messaging",900,1000,36,24,12,12,21,142,142,168,140,36,22,21,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,Health
USA,NY,2015,"6         ",Female,12,Right-Handed,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"7         ",Male,12,Right-Handed,152,22,149,1,Car,5,.536,106,Swimming,1000,500,400,600,400,900,22,"Same length",80,70,"Index finger",June,Fall,No,No,Pizza/Pasta,Juice,Other,7,2,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",600,700,30,0,2,3,0,3,10,30,1,5,0,2,Some,"Graduate degree","Punk rock",Telepathy,Happy,Friend,"International aid"
USA,NY,2016,"12        ",Male,17,Right-Handed,,28,196,1,"Rail (Train/Tram/Subway)",30,.545,56,Tennis,900,800,750,750,700,1000,28,"Same length",8,8.2,"Ring finger",March,Fall,Yes,No,Desserts,Water,Music,6,10,3,"Yes - broadband connection","In person",5,5,15,0,5,8,2,10,10,7,20,4,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,"Musician or singer",Environment
USA,NY,2019,"5         ",Female,11,Right-Handed,149cm,21cm,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"6         ",Female,12,Right-Handed,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2013,"12        ",Male,18,Right-Handed,169.7,24.5,169,2,Walk,5,0.357,37,Tennis,700,600,500,500,800,900,24,"Right foot",7.3,7,"Index finger",December,Winter,Yes,No,Meat,Water,"Mathematics and statistics",5,9,4,"Yes - broadband connection","In person",7,9,35,2,21,10,14,12,4,2,12,10,0,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,"Education/Youth development"
USA,NY,2019,"12        ",Male,17,Right-Handed,166,25,169,1,"Rail (Train/Tram/Subway)",60,0.764,35,None,800,800,700,800,800,800,25,"Same length",94,96,"Ring finger",August,Fall,Yes,No,Meat,Water,"Mathematics and statistics",5.5,8,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,4,0,9,5,0,3,1,44,64,0,0,2,Some,"Graduate degree",Techno/Electronic,Telepathy,Happy,Other,"Wildlife, animals"
USA,NY,2019,"12        ",Male,18,Ambidextrous,5'3,26.5,,3,Car,7mins,,,Baseball/Softball,1000,700,1000,900,250,500,25.5,"Right foot",9,9.5,"Ring finger",January,Summer,Yes,No,Other,"Powdered drink","Physical education",5hr,3hr,3,"Yes - other","Internet chat or instant messaging","1,000",950,,,,,,,,,,,,,Some,Other,Reggae,Telepathy,Rich,Friend,"Wildlife, animals"
USA,NY,2018,"12        ",Male,17,Right-Handed,168,29,,2,"Rail (Train/Tram/Subway)",60,0.337,54,"Table Tennis",500,600,300,700,850,950,29,"Same length",95,100,"Ring finger",November,Spring,No,No,Poultry,Water,"Computers and technology",7,13,5,"Yes - broadband connection","In person",8,15,4,1,13,10,8,5,4,4,20,8,0,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Sports person","Arts, culture, sports"
USA,NY,2016,"6         ",Female,11,Right-Handed,138,20,138,1,Bus,40,0.467,52,Other,631,503,727,829,513,513,20,"Same length",60,50,"Index finger",June,Fall,Yes,No,Fruit,Milk,English,8,12,4,"Yes - broadband connection","Text messaging",35,40,,1,"2 ",1,,,,,,,,,,,,,,,
USA,NY,2016,"12        ",Female,17,Right-Handed,168,244,168,1,Car,7,.447,32,Soccer,455,294,1000,519,658,647,244,"Same length",63,69,"Ring finger",February,Fall,Yes,No,"No favorite",Water,History,8,4,4,"Yes - broadband connection","Text messaging",550,450,10,11,24,16,15,0,50,30,30,0,6,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,Religious
USA,NY,2019,"7         ",Female,13,Left-Handed,156,26,162,2,Car,15,0.254,30,Baseball/Softball,722,781,856,872,0,1000,26,"Same length",4.5,5,,January,Winter,No,No,"No favorite",Water,English,6,8,3,"Yes - other","Text messaging",5,10,1344,0,252,0,336,0,672,336,672,3,0,0,"A lot","Graduate degree",Pop,Telepathy,Rich,Teacher,"Wildlife, animals"
USA,NY,2018,"11        ",Male,"17 ",Right-Handed,177.8,23,"180 ",2,Bus,"27 ",.35,"42 ",Cycling,950,500,750,400,300,900,23,"Same length",,,"Ring finger",September,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",3,11,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",60,200,16,14,5,14,7,21,3,115,105,3,0,0,Some,Other,Pop,"Super strength",Happy,Relative,"Education/Youth development"
